ascat_1,ascat_2,ascat_3,date,nic_1,nic_2,nic_3,size_1,size_2
-75.1,-59.43,1,2021147,-75.1,-59.43,1,73,14
-75.1,-59.43,1,2021148,-75.1,-59.43,1,73,14
-75.1,-59.43,0,2021149,-75.1022,-59.4207,0,0,0
-75.1,-59.43,1,2021150,-75.1079,-59.3952,0,0,0
-75.1,-59.43,0,2021151,-75.1157,-59.3567,0,0,0
-75.1,-59.43,1,2021152,-75.1243,-59.3086,0,0,0
-75.1,-59.43,0,2021153,-75.1321,-59.2542,0,0,0
-75.1,-59.43,1,2021154,-75.1378,-59.1969,0,0,0
-75.12,-59.285,0,2021155,-75.14,-59.14,1,73,14
-75.14,-59.14,1,2021156,-75.1395,-59.0665,0,0,0
-75.14,-59.14,0,2021157,-75.138,-58.9663,0,0,0
-75.14,-59.14,0,2021158,-75.1356,-58.8534,0,0,0
-75.14,-59.14,1,2021159,-75.1325,-58.7414,0,0,0
-75.1217,-59.1531,1,2021160,-75.1288,-58.6443,0,0,0
-75.1174,-59.1212,0,2021161,-75.1246,-58.5759,0,0,0
-75.1148,-59.062,0,2021162,-75.12,-58.55,1,73,14
-75.1139,-59.0301,1,2021163,-75.1123,-58.5666,0,0,0
-75.1139,-59.0301,1,2021164,-75.0997,-58.6095,0,0,0
-75.1102,-59.0002,0,2021165,-75.0838,-58.6681,0,0,0
-75.1001,-58.9445,0,2021166,-75.0664,-58.7319,0,0,0
-75.0849,-58.9146,1,2021167,-75.0488,-58.7905,0,0,0
-75.0446,-59.0135,1,2021168,-75.0328,-58.8334,0,0,0
-75.0446,-59.0135,0,2021169,-75.02,-58.85,1,73,14
-75.0446,-59.0135,0,2021170,-75.01,-58.8467,0,0,0
-75.0446,-59.0135,0,2021171,-75.0012,-58.8381,0,0,0
-75.0446,-59.0135,1,2021172,-74.9931,-58.8264,0,0,0
-75.0002,-58.9764,1,2021173,-74.9853,-58.8136,0,0,0
-75.0002,-58.9764,0,2021174,-74.9775,-58.8019,0,0,0
-75.0002,-58.9764,1,2021175,-74.9692,-58.7933,0,0,0
-74.9842,-58.9664,0,2021176,-74.96,-58.79,1,73,14
-74.9545,-58.9477,0,2021177,-74.9499,-58.7908,0,0,0
-74.9385,-58.9377,1,2021178,-74.9391,-58.7932,0,0,0
-74.9385,-58.9377,0,2021179,-74.9278,-58.7969,0,0,0
-74.9385,-58.9377,1,2021180,-74.9161,-58.8016,0,0,0
-74.8839,-58.8366,1,2021181,-74.9042,-58.8072,0,0,0
-74.8839,-58.8366,0,2021182,-74.8921,-58.8134,0,0,0
-74.8839,-58.8366,1,2021183,-74.88,-58.82,1,73,14
-74.8839,-58.8366,0,2021184,-74.8677,-58.831,0,0,0
-74.8839,-58.8366,0,2021185,-74.8551,-58.8487,0,0,0
-74.8839,-58.8366,1,2021186,-74.8422,-58.8699,0,0,0
-74.8657,-58.8678,0,2021187,-74.8291,-58.8917,0,0,0
-74.832,-58.9256,0,2021188,-74.816,-58.9109,0,0,0
-74.8138,-58.9568,1,2021189,-74.8029,-58.9247,0,0,0
-74.8138,-58.9568,1,2021190,-74.79,-58.93,1,73,14
-74.8075,-58.9569,0,2021191,-74.7777,-58.9289,0,0,0
-74.7924,-58.9572,0,2021192,-74.7662,-58.926,0,0,0
-74.7745,-58.9574,0,2021193,-74.7548,-58.9221,0,0,0
-74.7594,-58.9577,0,2021194,-74.7431,-58.9179,0,0,0
-74.7531,-58.9578,1,2021195,-74.7304,-58.914,0,0,0
-74.7531,-58.9578,1,2021196,-74.7162,-58.9111,0,0,0
-74.7435,-58.9662,0,2021197,-74.7,-58.91,1,73,14
-74.7189,-58.9879,0,2021198,-74.6776,-58.9138,0,0,0
-74.6852,-59.0175,0,2021199,-74.6475,-58.9243,0,0,0
-74.6485,-59.0498,0,2021200,-74.6136,-58.9402,0,0,0
-74.6148,-59.0794,0,2021201,-74.5792,-58.9601,0,0,0
-74.5902,-59.1011,0,2021202,-74.5481,-58.9826,0,0,0
