ascat_1,ascat_2,ascat_3,date,nic_1,nic_2,nic_3,size_1,size_2
-69.79,19.7,1,2021162,-69.79,19.7,1,15,5
-69.8217,19.2216,1,2021163,-69.7501,19.3787,0,0,0
-69.8074,18.8053,1,2021164,-69.7123,19.0721,0,0,0
-69.7506,18.0927,1,2021165,-69.6769,18.7824,0,0,0
-69.689,17.9154,1,2021166,-69.6446,18.512,0,0,0
-69.6636,17.9702,1,2021167,-69.6156,18.2633,0,0,0
-69.6521,17.8811,1,2021168,-69.5906,18.0385,0,0,0
-69.6521,17.8811,0,2021169,-69.57,17.84,1,10,5
-69.6521,17.8811,1,2021170,-69.5539,17.6679,0,0,0
-69.6438,17.5749,0,2021171,-69.5413,17.5166,0,0,0
-69.6245,17.1934,1,2021172,-69.5306,17.3798,0,0,0
-69.5734,17.0929,0,2021173,-69.5205,17.2511,0,0,0
-69.5173,17.0005,1,2021174,-69.5097,17.1241,0,0,0
-69.4894,16.77,0,2021175,-69.4966,16.9925,0,0,0
-69.4716,16.5559,1,2021176,-69.48,16.85,1,10,5
-69.4641,16.4874,0,2021177,-69.4548,16.7022,0,0,0
-69.4555,16.424,1,2021178,-69.4195,16.5566,0,0,0
-69.4055,16.298,0,2021179,-69.3781,16.4094,0,0,0
-69.3382,16.1257,1,2021180,-69.3345,16.2569,0,0,0
-69.2976,15.8999,0,2021181,-69.2927,16.0954,0,0,0
-69.2551,15.6462,1,2021182,-69.2565,15.921,0,0,0
-69.1784,15.4144,0,2021183,-69.23,15.73,1,10,5
-69.1124,15.1667,1,2021184,-69.21,15.508,0,0,0
-69.0849,14.8669,0,2021185,-69.1913,15.251,0,0,0
-69.0728,14.5405,1,2021186,-69.1741,14.9707,0,0,0
-69.0866,14.1914,0,2021187,-69.159,14.6787,0,0,0
-69.1105,13.865,1,2021188,-69.1464,14.3868,0,0,0
-69.1373,13.6021,0,2021189,-69.1365,14.1067,0,0,0
-69.154,13.3876,1,2021190,-69.13,13.85,1,10,5
-69.1506,13.2274,0,2021191,-69.1254,13.6108,0,0,0
-69.1419,13.0987,0,2021192,-69.1212,13.3762,0,0,0
-69.1302,12.9803,0,2021193,-69.1175,13.1475,0,0,0
-69.1178,12.8509,0,2021194,-69.1144,12.9261,0,0,0
-69.1068,12.6892,1,2021195,-69.112,12.7135,0,0,0
-69.0973,12.4561,1,2021196,-69.1105,12.511,0,0,0
-69.0973,12.4561,1,2021197,-69.11,12.32,1,10,5
-69.1067,12.3773,0,2021198,-69.1189,12.1505,0,0,0
-69.1312,12.1742,0,2021199,-69.1417,12.0037,0,0,0
-69.1658,11.8968,0,2021200,-69.173,11.868,0,0,0
-69.2051,11.595,0,2021201,-69.207,11.7314,0,0,0
-69.2439,11.319,1,2021202,-69.2383,11.5824,0,0,0
-69.2946,11.0758,0,2021203,-69.2611,11.4092,0,0,0
-69.3583,10.8279,0,2021204,-69.27,11.2,1,10,5
-69.4132,10.5581,0,2021205,-69.2656,10.9226,0,0,0
-69.4374,10.2495,1,2021206,-69.2541,10.5658,0,0,0
-69.4383,9.8495,1,2021207,-69.2385,10.1497,0,0,0
-69.3007,9.4743,1,2021208,-69.2215,9.694,0,0,0
-69.2228,8.2359,1,2021209,-69.2059,9.2189,0,0,0
-69.2699,7.4478,0,2021210,-69.1944,8.7442,0,0,0
-69.317,7.0721,1,2021211,-69.19,8.29,1,10,5
-69.317,7.0721,1,2021212,-69.2227,7.8427,0,0,0
-69.3877,6.8102,1,2021213,-69.3077,7.3799,0,0,0
-69.4764,6.4815,0,2021214,-69.4253,6.9081,0,0,0
-69.5791,6.1064,0,2021215,-69.556,6.4337,0,0,0
-69.6826,5.701,0,2021216,-69.6801,5.9632,0,0,0
-69.7734,5.2816,0,2021217,-69.778,5.5032,0,0,0
-69.8383,4.8644,1,2021218,-69.83,5.06,1,10,5
-69.8856,4.4305,0,2021219,-69.8515,4.6399,0,0,0
-69.928,3.9737,0,2021220,-69.8708,4.2388,0,0,0
-69.9585,3.5294,0,2021221,-69.8875,3.848,0,0,0
-69.9702,3.1327,1,2021222,-69.9011,3.4586,0,0,0
-69.9657,2.8076,1,2021223,-69.9114,3.0616,0,0,0
-69.9126,2.4163,1,2021224,-69.9178,2.6484,0,0,0
-69.9139,1.8566,1,2021225,-69.92,2.21,1,10,5
-69.8068,1.1617,0,2021226,-69.9001,1.7299,0,0,0
-69.6079,0.4623,0,2021227,-69.8486,1.2094,0,0,0
-69.5008,0.1436,1,2021228,-69.7783,0.6661,0,0,0
-69.5008,0.1436,1,2021229,-69.7017,0.1177,0,0,0
-69.4603,-0.451,1,2021230,-69.6314,-0.4179,0,0,0
-69.5125,-0.9596,0,2021231,-69.5799,-0.923,0,0,0
-69.6383,-1.4402,0,2021232,-69.56,-1.38,1,10,5
-69.7918,-1.8831,0,2021233,-69.5839,-1.7945,0,0,0
-69.9271,-2.279,0,2021234,-69.6459,-2.1866,0,0,0
-69.9982,-2.6182,1,2021235,-69.7312,-2.5599,0,0,0
-70.014,-2.878,1,2021236,-69.825,-2.9182,0,0,0
-69.9989,-3.2576,0,2021237,-69.9126,-3.2652,0,0,0
-69.9656,-3.7234,0,2021238,-69.9792,-3.6046,0,0,0
-69.9322,-4.1829,0,2021239,-70.01,-3.94,1,10,5
-69.9171,-4.5438,1,2021240,-70.0166,-4.2813,0,0,0
-69.9406,-4.7746,1,2021241,-70.021,-4.629,0,0,0
-69.9274,-4.884,1,2021242,-70.0239,-4.9726,0,0,0
-69.9372,-5.22,1,2021243,-70.0264,-5.3019,0,0,0
-69.9731,-5.6945,0,2021244,-70.0294,-5.6064,0,0,0
-70.0419,-6.2325,0,2021245,-70.0336,-5.8759,0,0,0
-70.1306,-6.6569,1,2021246,-70.04,-6.1,1,10,5
-70.2715,-6.9029,1,2021247,-70.0595,-6.2882,0,0,0
-70.2715,-6.9029,1,2021248,-70.0982,-6.4583,0,0,0
-70.2758,-6.9131,0,2021249,-70.1494,-6.6128,0,0,0
-70.2874,-6.9422,0,2021250,-70.2067,-6.7539,0,0,0
-70.3048,-6.9879,0,2021251,-70.2636,-6.8839,0,0,0
-70.3262,-7.0479,0,2021252,-70.3135,-7.0052,0,0,0
-70.35,-7.12,1,2021253,-70.35,-7.12,1,10,5
-70.3878,-7.274,1,2021254,-70.378,-7.2254,0,0,0
-70.4137,-7.3518,0,2021255,-70.4059,-7.3196,0,0,0
-70.4366,-7.4146,0,2021256,-70.4321,-7.4065,0,0,0
-70.453,-7.4565,0,2021257,-70.4551,-7.49,0,0,0
-70.4593,-7.4718,1,2021258,-70.4735,-7.5742,0,0,0
-70.4593,-7.4718,1,2021259,-70.4856,-7.6629,0,0,0
-70.49,-7.76,1,2021260,-70.49,-7.76,1,10,5
-70.49,-7.76,1,2021261,-70.4861,-7.8678,0,0,0
-70.4803,-7.8434,0,2021262,-70.4761,-7.9837,0,0,0
-70.4623,-7.9984,0,2021263,-70.4624,-8.1047,0,0,0
-70.4526,-8.0818,1,2021264,-70.4476,-8.2278,0,0,0
-70.4526,-8.0818,1,2021265,-70.4339,-8.3501,0,0,0
-70.4081,-8.5745,1,2021266,-70.4239,-8.4685,0,0,0
-70.3996,-8.7545,0,2021267,-70.42,-8.58,1,10,5
-70.3934,-8.8689,0,2021268,-70.4267,-8.6901,0,0,0
-70.3893,-8.954,0,2021269,-70.4445,-8.8034,0,0,0
-70.387,-9.0459,0,2021270,-70.4701,-8.9157,0,0,0
-70.3863,-9.1807,1,2021271,-70.4998,-9.0228,0,0,0
-70.4641,-9.4044,1,2021272,-70.5303,-9.1203,0,0,0
-70.4816,-9.9898,1,2021273,0,0,0,0,0
-70.5912,-9.8387,0,2021274,-70.58,-9.27,1,10,5
-70.6869,-9.6875,1,2021275,0,0,0,0,0
-70.6869,-9.6875,1,2021276,0,0,0,0,0
-70.6869,-9.6875,1,2021277,0,0,0,0,0
-70.676,-9.5219,1,2021278,0,0,0,0,0
-70.676,-9.5219,1,2021279,0,0,0,0,0
-70.68,-9.54,1,2021280,0,0,0,0,0
0,0,0,2021281,-70.68,-9.54,1,10,5
-70.7037,-9.5695,1,2021282,0,0,0,0,0
-70.7037,-9.5695,1,2021283,0,0,0,0,0
-70.7037,-9.5695,1,2021284,0,0,0,0,0
-70.7037,-9.5695,1,2021285,0,0,0,0,0
-70.7037,-9.5695,1,2021286,0,0,0,0,0
-70.6985,-9.6641,1,2021287,0,0,0,0,0
0,0,0,2021288,-70.72,-9.64,1,10,5
-70.6985,-9.6641,1,2021289,0,0,0,0,0
-70.7278,-10.0347,1,2021290,-70.7499,-10.0484,0,0,0
-70.7535,-10.361,0,2021291,-70.7718,-10.4223,0,0,0
-70.776,-10.684,0,2021292,-70.7969,-10.8243,0,0,0
-70.7974,-10.9943,0,2021293,-70.824,-11.1904,0,0,0
-70.8194,-11.2825,0,2021294,-70.8521,-11.457,0,0,0
-70.8439,-11.5391,0,2021295,-70.88,-11.56,1,10,5
-70.8728,-11.7547,0,2021296,-70.9092,-11.56,0,0,0
-70.9079,-11.9199,1,2021297,-70.9413,-11.56,0,0,0
-70.9749,-12.0581,0,2021298,-70.9756,-11.56,0,0,0
-71.0586,-12.1714,0,2021299,-71.0114,-11.56,0,0,0
-71.0997,-12.2183,1,2021300,-71.0479,-11.56,0,0,0
-71.0997,-12.2183,1,2021301,-71.0844,-11.56,0,0,0
-71.1419,-12.3732,1,2021302,-71.12,-11.56,1,10,5
-71.1089,-12.5566,1,2021303,-71.1559,-11.6799,0,0,0
-71.1281,-12.8497,1,2021304,-71.1931,-11.9944,0,0,0
-71.1491,-13.1186,1,2021305,-71.2307,-12.436,0,0,0
-71.2405,-13.4032,0,2021306,-71.268,-12.937,0,0,0
-71.3234,-13.652,1,2021307,-71.3042,-13.4297,0,0,0
-71.3323,-13.8143,1,2021308,-71.3385,-13.8466,0,0,0
-71.3455,-13.977,0,2021309,-71.37,-14.12,1,10,5
-71.3619,-14.1495,0,2021310,-71.398,-14.2856,0,0,0
-71.3812,-14.3243,0,2021311,-71.4229,-14.4275,0,0,0
